PU_Borough,DO_Borough,pickup_ampm,pickup_hour,pickup_min_block,avg_duration,var_duration,TLI,avg_passenger_count,avg_trip_distance,avg_total_amount
Staten Island,Staten Island,AM,1,30,3,294,1.71,1.0,0.96,31.21
Brooklyn,Queens,PM,5,30,47,2439,0.87,1.302439024390244,120.12,49.72
Manhattan,EWR,AM,12,30,36,557,0.26,2.0,17.37,76.27
Bronx,Queens,PM,10,15,29,868,0.5,1.0,6.14,45.12
Staten Island,Bronx,PM,4,30,78,950,0.2,1.0,24.23,91.84
EWR,Bronx,PM,4,30,55,0,0.0,0.0,26.1,114.1
Manhattan,Queens,PM,1,0,38,798,0.35,1.4909766713943369,12.81,55.71
Brooklyn,Brooklyn,PM,6,15,14,712,0.82,1.3708226221079691,2.27,19.26
Queens,Staten Island,PM,4,30,67,969,0.24,1.6764705882352942,26.93,95.23
Bronx,Manhattan,AM,9,45,32,953,0.5,1.0844155844155845,5.84,33.02
Bronx,Bronx,PM,8,15,12,684,0.95,1.2284263959390862,2.32,23.69
Queens,EWR,AM,9,45,58,1231,0.35,1.5106382978723405,33.7,146.54
Bronx,Staten Island,PM,12,0,65,600,0.15,1.0,9.0,80.65
Staten Island,Queens,PM,1,45,64,935,0.24,1.0,13.88,82.63
Manhattan,EWR,AM,7,45,32,517,0.27,1.6658333333333333,17.16,96.73
Brooklyn,Brooklyn,AM,3,45,12,606,0.81,1.3151515151515152,2.92,20.48
Manhattan,EWR,AM,8,0,34,529,0.26,1.6352,17.25,95.97
Manhattan,Staten Island,PM,2,30,61,3238,0.88,1.3555555555555556,16.57,81.85
Manhattan,Queens,AM,10,15,32,948,0.5,1.4730437461491066,11.77,52.03
Bronx,Bronx,AM,5,45,16,845,0.85,1.0743243243243243,2.57,21.84
Queens,Brooklyn,AM,1,15,26,481,0.31,1.3804511278195488,14.42,48.68
Bronx,Bronx,AM,6,0,18,918,0.83,1.0479041916167664,3.07,22.08
Staten Island,Queens,PM,2,0,62,1162,0.31,1.6666666666666667,27.28,98.26
Brooklyn,Brooklyn,AM,4,0,14,1577,1.9,1.272222222222222,2.94,20.88
Manhattan,Staten Island,AM,11,45,54,1877,0.58,1.148936170212766,16.35,82.51
Brooklyn,EWR,PM,2,0,51,687,0.22,1.4,18.29,100.39
Bronx,Queens,AM,3,15,24,763,0.53,1.0,10.07,49.18
Manhattan,Bronx,AM,8,15,26,648,0.42,1.293939393939394,44.52,32.5
Manhattan,Staten Island,AM,12,0,43,824,0.32,1.4871794871794872,13.49,78.08
Brooklyn,Brooklyn,PM,10,30,9,114,0.21,1.4293381037567083,2.48,18.5
Bronx,Staten Island,PM,7,15,67,452,0.11,1.0,24.98,93.21
Staten Island,Queens,AM,11,15,61,408,0.11,1.0,13.82,82.96
Brooklyn,EWR,PM,1,45,58,1013,0.29,1.5,17.15,97.49
Brooklyn,Manhattan,PM,6,15,28,792,0.47,1.4485294117647058,5.25,31.19
Staten Island,Staten Island,PM,3,30,27,2230,1.4,1.5,0.15,41.41
Bronx,Bronx,PM,12,30,18,786,0.74,1.1771117166212537,2.45,21.04
Queens,Staten Island,AM,9,15,51,874,0.28,1.380952380952381,25.89,89.47
Staten Island,Brooklyn,PM,10,15,41,670,0.27,1.0,21.86,70.28
Brooklyn,EWR,AM,11,15,48,710,0.25,1.4,19.47,101.83
Brooklyn,Bronx,PM,2,15,77,1780,0.39,1.0,14.25,61.33
Staten Island,Staten Island,AM,12,45,5,734,2.33,1.25,1.9,56.62
Brooklyn,Manhattan,AM,3,45,23,603,0.44,1.3522012578616351,6.85,34.81
Brooklyn,Manhattan,AM,4,0,24,617,0.43,1.255050505050505,7.14,36.48
Bronx,Queens,PM,10,0,22,572,0.43,1.0555555555555556,7.4,43.52
Bronx,Brooklyn,PM,2,15,67,1512,0.38,1.0,10.51,62.29
Staten Island,Bronx,AM,9,15,61,957,0.26,1.0,24.28,83.88
Queens,Manhattan,AM,1,15,28,670,0.4,1.4520758585340852,15.89,62.36
Bronx,Staten Island,AM,5,0,39,470,0.2,1.0,13.55,83.88
Manhattan,Staten Island,AM,7,15,40,904,0.38,1.0526315789473684,19.06,78.59
Brooklyn,Brooklyn,PM,6,0,15,1445,1.62,1.3563295378432685,2.34,19.41
Brooklyn,Manhattan,PM,10,30,23,1151,0.84,1.5732924021488872,5.76,30.97
Brooklyn,Brooklyn,PM,5,45,16,816,0.87,1.3430656934306568,52.19,18.78
Queens,Queens,AM,11,45,14,1553,1.8,1.3486301369863014,5.17,26.51
Manhattan,EWR,PM,9,45,37,829,0.37,1.434782608695652,17.68,94.37
Bronx,Manhattan,AM,9,30,32,2211,1.15,1.0471698113207548,5.9,33.93
Queens,EWR,AM,9,30,59,1005,0.28,1.320754716981132,33.07,148.03
EWR,Queens,PM,5,0,92,0,0.0,1.0,37.14,126.1
Manhattan,Queens,PM,12,15,36,1099,0.51,1.5094087582762226,14.68,53.87
Bronx,Bronx,PM,7,45,14,722,0.85,1.19811320754717,2.21,20.71
Bronx,Bronx,PM,8,0,14,657,0.8,1.2238805970149254,2.31,22.04
Manhattan,Bronx,AM,12,30,24,761,0.53,1.360427807486631,9.21,34.47
EWR,Queens,PM,4,45,58,0,0.0,2.0,35.97,150.28
Manhattan,Queens,AM,10,0,32,1165,0.61,1.4595681310498885,11.82,52.31
Queens,Bronx,AM,9,45,32,1536,0.79,1.3905683192261185,14.8,54.81
Brooklyn,Brooklyn,AM,3,30,12,549,0.79,1.396265560165975,2.88,20.32
Manhattan,EWR,AM,7,30,32,602,0.31,1.6305220883534135,17.24,96.17
Manhattan,Brooklyn,PM,1,15,30,633,0.36,1.4011813537675606,6.68,33.83
Bronx,Queens,PM,5,15,48,1322,0.46,1.2580645161290325,8.78,52.39
Staten Island,Queens,PM,1,30,67,433,0.11,1.0,18.64,78.06
Bronx,Bronx,AM,5,30,14,756,0.9,1.082089552238806,2.36,27.38
Brooklyn,Staten Island,PM,1,15,48,1194,0.41,1.1111111111111112,16.22,64.36
Staten Island,Staten Island,AM,8,15,55,2486,0.75,1.0,0.0,39.62
Brooklyn,Manhattan,PM,6,0,28,878,0.52,1.4527687296416938,117.0,31.22
Brooklyn,Manhattan,PM,5,45,28,811,0.48,1.471885336273429,5.02,30.86
Manhattan,Bronx,AM,7,45,24,1288,0.9,1.3151927437641724,7.42,31.73
Manhattan,Bronx,AM,8,0,27,1123,0.7,1.2551724137931035,8.4,32.6
Manhattan,Staten Island,AM,11,30,56,1596,0.48,1.1470588235294117,17.82,87.63
Queens,Queens,AM,7,15,20,1267,1.05,1.3875246965848151,6.44,30.86
Staten Island,Queens,AM,10,45,66,522,0.13,1.0,12.37,75.37
Bronx,Staten Island,PM,7,0,78,836,0.18,1.0,16.04,93.91
Brooklyn,Queens,AM,9,45,35,917,0.44,1.2105263157894737,10.59,45.31
Brooklyn,EWR,PM,1,30,65,1020,0.26,1.5714285714285714,18.12,101.13
Bronx,Staten Island,PM,6,45,66,761,0.19,1.0,29.93,93.83
Bronx,Queens,AM,2,45,24,525,0.36,1.0,8.17,44.28
Bronx,Queens,AM,3,0,21,186,0.15,1.0,9.07,53.18
Staten Island,Queens,AM,11,0,56,829,0.25,1.0,10.72,76.29
Queens,Manhattan,PM,3,15,49,707,0.24,1.5414622952700572,16.77,61.76
EWR,EWR,PM,1,15,0,77,2.59,1.6203703703703705,0.27,96.72
Bronx,Brooklyn,PM,2,0,68,1263,0.31,1.0,12.4,65.18
Manhattan,Staten Island,PM,9,15,44,618,0.23,1.1851851851851851,19.23,86.94
Manhattan,Manhattan,PM,1,15,13,370,0.47,1.388090584112561,2.71,15.99
Brooklyn,Bronx,PM,2,0,63,1076,0.28,1.0217391304347827,12.11,63.06
Brooklyn,Bronx,PM,1,45,66,1351,0.34,1.0615384615384615,12.12,63.89
Staten Island,Brooklyn,PM,10,0,37,343,0.16,1.0,19.62,65.55
Queens,Staten Island,AM,9,0,51,618,0.2,1.7575757575757576,26.14,90.59
Bronx,Brooklyn,PM,1,45,70,1463,0.35,1.0,10.24,64.56
Queens,Manhattan,AM,1,0,29,671,0.39,1.4553277651227536,15.99,62.88
Staten Island,Bronx,AM,8,45,59,524,0.15,1.0,23.4,88.3
Queens,Staten Island,AM,8,45,48,770,0.27,1.4102564102564104,25.47,88.46
Brooklyn,Manhattan,AM,3,30,23,683,0.49,1.3717105263157894,6.36,33.19
Brooklyn,EWR,AM,11,0,53,1206,0.38,2.4,19.09,105.71
Staten Island,Bronx,AM,9,0,49,0,0.0,1.0,21.2,74.55
Staten Island,Staten Island,AM,12,30,4,333,1.52,1.0,1.41,21.0
Manhattan,Queens,AM,5,15,23,295,0.21,1.396475294626446,74.84,52.74
Manhattan,EWR,PM,9,30,33,521,0.27,1.5483870967741935,16.47,92.04
Brooklyn,Bronx,AM,11,15,59,1040,0.29,1.1325301204819278,13.05,62.39
Bronx,Bronx,PM,7,30,16,807,0.85,1.2047619047619047,2.75,21.96
Manhattan,Staten Island,AM,7,0,40,718,0.3,1.6363636363636365,19.44,79.87
Bronx,Brooklyn,AM,11,15,60,1126,0.31,1.0091743119266054,12.8,66.12
Manhattan,Queens,PM,12,0,35,1116,0.53,1.5237400323135455,12.44,54.6
Queens,Queens,AM,11,30,15,1581,1.78,1.3672702425691834,5.24,26.42
Manhattan,Staten Island,AM,6,45,40,848,0.35,1.125,21.94,103.92
Staten Island,Queens,AM,6,15,49,220,0.08,1.0,0.0,72.22
Brooklyn,Brooklyn,PM,5,30,17,874,0.86,1.364153627311522,88.86,19.59
Staten Island,Manhattan,PM,2,15,76,873,0.19,1.1111111111111112,14.96,98.84
Staten Island,Staten Island,AM,8,0,2,198,1.61,1.0,0.26,2.78
Queens,Queens,PM,9,15,15,968,1.08,1.394589552238806,6.7,26.83
Manhattan,Bronx,PM,9,45,24,545,0.38,1.373326191751473,8.64,34.42
Bronx,Queens,PM,4,45,50,1070,0.36,1.119047619047619,8.71,56.81
Brooklyn,Staten Island,PM,1,0,33,498,0.25,1.0,17.68,56.19
Staten Island,Brooklyn,PM,5,15,43,1371,0.53,1.2,12.09,52.92
Staten Island,Queens,PM,12,45,102,2374,0.39,1.0,15.17,155.48
Manhattan,Brooklyn,PM,1,0,30,906,0.51,1.3880829823740446,6.73,35.37
Queens,Bronx,AM,9,30,32,827,0.43,1.4189526184538654,14.26,52.78
Bronx,Queens,PM,5,0,50,1603,0.54,1.0588235294117647,8.89,54.82
Staten Island,Staten Island,AM,7,45,35,2912,1.37,1.0,2.75,35.5
Brooklyn,EWR,AM,6,15,38,473,0.21,1.75,15.49,96.38
Queens,Manhattan,PM,3,0,48,322,0.11,1.5371216693972578,14.42,61.55
Bronx,Queens,AM,2,30,31,80,0.04,1.0,9.29,75.38
Staten Island,Brooklyn,PM,1,45,48,1132,0.4,1.0,20.54,70.12
Brooklyn,EWR,PM,12,45,50,787,0.26,1.625,16.22,115.95
Bronx,Staten Island,PM,6,30,66,1610,0.41,1.6666666666666667,22.14,90.41
Manhattan,Bronx,AM,7,30,24,624,0.43,1.2447916666666667,8.8,30.68
Manhattan,Brooklyn,AM,10,15,29,940,0.55,1.373137460650577,7.04,34.1
Brooklyn,Queens,AM,9,30,33,852,0.43,1.2410714285714286,10.76,46.41
Bronx,Manhattan,PM,10,15,21,562,0.45,1.175824175824176,4.4,28.64
Manhattan,Queens,PM,7,15,30,1020,0.56,1.3839873828741072,15.67,44.91
Queens,Queens,AM,7,0,20,1250,1.03,1.372790732214466,6.77,31.54
Brooklyn,Staten Island,AM,10,15,41,423,0.17,1.0,18.38,61.68
Queens,Manhattan,PM,2,45,48,604,0.21,1.5369719843228336,14.44,61.43
Queens,EWR,PM,10,15,50,442,0.15,1.608695652173913,34.8,156.0
Queens,Queens,AM,6,45,20,1400,1.19,1.3464032574272358,6.95,31.54
Staten Island,Queens,AM,10,30,64,1283,0.33,1.0,9.4,77.33
Brooklyn,Manhattan,PM,5,30,30,897,0.5,1.4619565217391304,80.81,31.82
Manhattan,Staten Island,PM,9,0,44,956,0.36,1.3636363636363635,19.36,85.45
Bronx,Brooklyn,PM,1,30,63,1381,0.37,1.0,11.65,62.97
Manhattan,Queens,AM,5,0,23,763,0.55,1.4230515191545574,95.02,52.2
Manhattan,Queens,AM,4,45,23,602,0.44,1.4404567699836868,31.66,50.41
Manhattan,Staten Island,PM,8,45,42,754,0.3,1.2166666666666666,18.72,82.9
Queens,Staten Island,AM,8,30,51,678,0.22,1.5384615384615383,24.63,90.55
Brooklyn,EWR,AM,10,30,55,1070,0.32,1.5,18.1,102.7
Manhattan,Manhattan,PM,1,0,13,335,0.42,1.3862278433900692,4.02,15.96
EWR,EWR,PM,1,0,1,246,4.61,1.801526717557252,0.28,114.22
Brooklyn,Bronx,PM,1,30,64,1160,0.3,1.0,12.6,60.1
EWR,Manhattan,PM,5,15,68,88,0.02,1.0,19.11,66.04
Staten Island,Queens,PM,8,15,41,0,0.0,1.0,0.0,74.55
EWR,EWR,AM,10,15,0,25,1.16,1.8902439024390243,1.08,94.4
Staten Island,Queens,AM,5,45,45,415,0.15,1.0,16.06,72.01
Manhattan,Manhattan,AM,10,15,13,570,0.75,1.353783739246208,3.03,15.77
Staten Island,Queens,AM,6,0,44,373,0.14,1.2352941176470589,14.71,78.75
Bronx,Brooklyn,AM,11,0,56,954,0.28,1.011111111111111,12.17,64.82
Staten Island,Staten Island,PM,9,45,8,1105,2.31,1.0,0.31,87.0
Staten Island,Manhattan,PM,1,45,65,1335,0.34,1.0,11.36,85.74
Brooklyn,Bronx,AM,11,0,58,1041,0.3,1.0232558139534884,12.84,63.76
Manhattan,Staten Island,AM,6,30,35,420,0.2,1.2,17.0,72.74
Bronx,Brooklyn,AM,10,45,57,1037,0.31,1.0,14.85,64.2
Brooklyn,Bronx,AM,10,45,58,996,0.29,1.0140845070422535,11.93,63.89
Staten Island,Manhattan,PM,2,0,89,2260,0.42,1.25,11.41,92.97
Queens,Queens,PM,8,45,15,1405,1.6,1.413263321664722,6.63,27.07
Manhattan,Brooklyn,PM,12,15,30,1106,0.62,1.389164855634896,22.53,34.59
Brooklyn,Staten Island,PM,12,15,34,515,0.25,1.0,16.34,61.27
Brooklyn,EWR,AM,6,0,34,376,0.19,1.25,16.91,100.01
Queens,Brooklyn,AM,11,45,36,1750,0.82,1.3838929326132896,13.03,47.73
Staten Island,Queens,PM,12,30,63,0,0.0,1.0,0.0,72.55
Queens,Queens,PM,9,0,15,1350,1.53,1.3933098255980176,6.65,26.95
Bronx,Manhattan,AM,3,15,19,686,0.61,1.0294117647058822,2.56,23.2
Staten Island,Manhattan,AM,11,15,73,2507,0.57,1.0,14.09,84.94
Manhattan,Bronx,PM,9,30,23,1307,0.93,1.3578082191780825,8.89,35.38
Queens,EWR,AM,3,15,43,192,0.07,2.0,20.03,151.85
Brooklyn,EWR,AM,5,45,37,605,0.27,1.0,17.6,97.13
Staten Island,Brooklyn,PM,5,0,51,387,0.13,1.0,14.83,60.83
Bronx,Queens,PM,4,30,44,4735,1.8,1.0416666666666667,7.63,49.62
Staten Island,Staten Island,AM,7,30,1,20,0.33,1.0,0.27,87.05
Brooklyn,Staten Island,AM,10,0,35,342,0.16,1.0,19.08,66.24
Manhattan,Queens,PM,6,45,33,1094,0.55,1.4089534180278285,10.42,48.06
Queens,EWR,PM,10,0,-17,10685,-10.41,1.7,32.68,151.98
Manhattan,EWR,AM,1,15,34,573,0.28,1.0714285714285714,18.19,95.53
Queens,Queens,AM,6,30,19,1275,1.14,1.3749388952256802,6.95,32.27
Bronx,Brooklyn,AM,6,15,49,703,0.24,1.0,7.38,51.2
Manhattan,Queens,PM,7,0,32,983,0.51,1.3981927710843374,19.74,46.46
Brooklyn,EWR,PM,12,30,53,1061,0.34,2.4,19.87,110.61
Brooklyn,Bronx,AM,6,15,54,711,0.22,1.0,10.4,59.7
Manhattan,Brooklyn,AM,10,0,28,1257,0.76,1.3808864265927978,6.91,35.01
Bronx,Manhattan,PM,10,0,23,773,0.57,1.2767857142857142,5.22,28.06
Staten Island,Queens,PM,8,0,61,0,0.0,1.0,0.0,91.5
EWR,Queens,AM,8,45,131,0,0.0,1.0,0.02,0.0
Brooklyn,Brooklyn,AM,9,45,20,1075,0.92,1.1509009009009008,2.59,20.74
Manhattan,Staten Island,PM,8,30,43,801,0.31,1.2615384615384615,17.61,82.62
Manhattan,Queens,AM,4,30,23,740,0.54,1.4293370616334615,60.38,48.19
EWR,Manhattan,PM,4,45,-28,14224,-8.53,1.125,10.71,50.15
Manhattan,Manhattan,PM,12,15,13,630,0.79,1.3775731382394063,3.03,15.97
Staten Island,Brooklyn,AM,10,45,49,904,0.31,1.0,16.72,74.34
Bronx,Brooklyn,PM,12,45,61,934,0.26,1.0,12.56,64.23
Queens,Bronx,PM,10,15,28,1265,0.74,1.3784482758620689,16.07,56.42
EWR,EWR,PM,12,15,0,27,1.18,1.6666666666666667,0.41,112.42
EWR,Manhattan,PM,5,0,55,147,0.04,1.0,16.31,82.05
EWR,Queens,AM,9,0,241,0,0.0,2.0,1.05,78.0
Queens,Brooklyn,AM,7,15,46,1954,0.71,1.3957577449065028,14.15,53.42
Queens,Manhattan,AM,11,45,41,1818,0.75,1.512798102135098,13.39,58.54
Brooklyn,Bronx,PM,12,45,60,1155,0.32,1.0227272727272727,11.33,62.2
Manhattan,Manhattan,AM,10,0,13,561,0.74,1.3451769510595426,3.5,15.74
EWR,EWR,AM,10,0,0,51,1.81,1.5084745762711864,0.02,108.0
Bronx,Manhattan,PM,5,15,30,980,0.55,1.3333333333333333,5.22,27.79
Brooklyn,Queens,PM,10,15,23,523,0.38,1.3021582733812949,6.49,29.75
Staten Island,Staten Island,PM,9,30,22,1542,1.17,1.25,0.64,56.3
Brooklyn,Staten Island,AM,5,15,24,820,0.58,1.0,10.42,42.11
Manhattan,Brooklyn,AM,5,15,22,507,0.39,1.301535974130962,6.95,31.09
Queens,EWR,PM,5,15,58,2325,0.66,1.490566037735849,33.61,150.1
Bronx,Brooklyn,AM,10,30,54,947,0.29,1.0,11.85,63.84
Brooklyn,EWR,PM,7,45,45,560,0.21,3.5,16.22,95.53
Bronx,Queens,AM,9,15,36,1098,0.51,1.0833333333333333,10.49,49.18
Staten Island,Queens,AM,5,30,49,1398,0.48,1.2105263157894737,17.13,61.88
Brooklyn,Bronx,AM,10,30,62,1352,0.37,1.0136986301369864,12.66,63.31
Staten Island,Manhattan,PM,1,30,77,1076,0.23,1.8,19.72,98.58
Brooklyn,EWR,PM,8,0,46,990,0.36,1.3333333333333333,17.15,101.54
Queens,EWR,AM,3,0,48,96,0.03,2.0,30.78,146.22
Bronx,Manhattan,AM,2,45,18,452,0.41,1.0714285714285714,3.48,19.39
Brooklyn,Manhattan,AM,9,45,31,1459,0.77,1.2207931404072885,5.89,34.49
Staten Island,Manhattan,AM,11,0,85,1858,0.37,1.0714285714285714,13.47,86.91
Brooklyn,EWR,AM,5,30,33,1561,0.79,1.6666666666666667,18.03,106.65
Queens,Manhattan,AM,7,15,50,1806,0.6,1.4500444947819755,46.61,63.21
Manhattan,EWR,PM,3,15,51,278,0.09,1.6353909465020575,17.68,102.04
Manhattan,Brooklyn,PM,12,0,29,959,0.54,1.4032055311125078,33.46,34.39
Brooklyn,Staten Island,PM,12,0,30,825,0.46,1.0,13.88,53.61
Bronx,Brooklyn,PM,8,15,47,641,0.23,1.0,8.17,59.42
Staten Island,Manhattan,AM,10,45,89,1855,0.35,1.0,13.17,92.42
Brooklyn,Bronx,PM,8,15,47,763,0.27,1.1714285714285717,13.97,62.44
Bronx,Manhattan,AM,3,0,20,651,0.55,1.148936170212766,2.37,22.26
Queens,EWR,AM,2,45,42,430,0.17,1.7142857142857142,31.64,102.5
Staten Island,Brooklyn,PM,4,30,50,1313,0.44,1.2222222222222223,11.58,52.38
Bronx,Bronx,PM,1,15,19,883,0.77,1.1002785515320337,2.55,21.92
Queens,Brooklyn,AM,11,30,36,1609,0.75,1.3829476248477466,12.94,47.66
Queens,Queens,PM,8,30,15,1283,1.47,1.3938506588579795,6.65,27.65
Queens,Brooklyn,PM,9,15,30,1071,0.59,1.3640054127198915,14.16,49.81
Bronx,Brooklyn,AM,5,45,47,806,0.28,1.0,11.45,59.7
Queens,Bronx,AM,3,15,28,432,0.26,1.4772727272727273,18.52,62.08
Manhattan,Queens,PM,6,30,35,1215,0.57,1.4321216020588707,22.33,50.06
EWR,EWR,AM,5,15,1,88,2.47,1.8309859154929575,0.02,100.34
Brooklyn,Bronx,AM,5,45,55,900,0.27,1.0,11.91,63.17
Manhattan,Manhattan,AM,5,15,8,472,0.95,1.287694099378882,46.79,15.15
Manhattan,EWR,AM,1,0,32,364,0.19,1.8,17.4,95.79
Brooklyn,Bronx,AM,6,0,63,567,0.15,1.0,2.19,66.63
Staten Island,Brooklyn,PM,12,45,59,3814,1.09,1.1428571428571428,12.77,55.19
Bronx,Brooklyn,AM,6,0,52,784,0.25,1.0,10.33,56.72
Manhattan,Brooklyn,PM,7,15,28,661,0.39,1.3640125680128743,6.41,33.26
Brooklyn,Staten Island,PM,7,15,35,354,0.17,1.1153846153846154,16.26,57.58
Bronx,Brooklyn,PM,12,30,64,1191,0.31,1.0,9.92,64.09
Queens,Brooklyn,AM,6,45,42,1727,0.68,1.368,14.39,51.93
Queens,Brooklyn,AM,7,0,45,1584,0.58,1.3937851593892312,14.32,53.07
EWR,EWR,PM,11,45,0,27,0.98,1.0,0.01,147.47
Brooklyn,Bronx,PM,12,30,61,1133,0.31,1.0769230769230769,11.19,63.48
Manhattan,Bronx,AM,1,15,23,1048,0.76,1.374733853797019,8.68,33.22
Queens,Manhattan,AM,11,30,40,1701,0.71,1.496596017983301,13.12,57.88
EWR,EWR,PM,12,0,1,459,5.47,1.8461538461538465,0.79,104.52
Manhattan,Manhattan,PM,12,0,13,636,0.8,1.3766960110528552,2.36,15.98
Staten Island,Queens,PM,7,30,66,0,0.0,1.0,0.0,74.55
Brooklyn,Queens,AM,3,15,19,424,0.36,1.4705882352941178,7.01,29.99
Staten Island,Manhattan,AM,6,15,74,1849,0.42,1.0,24.5,82.89
Queens,Bronx,PM,10,0,27,1400,0.85,1.337837837837838,15.74,56.6
EWR,Manhattan,PM,4,30,50,1356,0.45,1.0,16.33,101.22
Brooklyn,Brooklyn,AM,9,30,19,1470,1.28,1.1282264779350542,2.57,19.57
Manhattan,Brooklyn,AM,4,45,21,557,0.45,1.416158536585366,6.4,29.27
Queens,Staten Island,AM,2,15,36,319,0.15,1.5833333333333333,25.93,73.01
Bronx,Queens,AM,9,0,39,838,0.36,0.9859154929577464,9.33,50.74
Staten Island,Brooklyn,AM,9,15,60,1938,0.54,1.1333333333333333,14.64,74.46
Brooklyn,Staten Island,AM,5,0,33,862,0.43,1.0,10.95,52.85
Queens,EWR,PM,5,0,69,1582,0.38,1.6,33.57,162.3
Bronx,Manhattan,PM,4,45,32,973,0.5,1.4108527131782946,5.42,31.28
Bronx,Queens,AM,8,45,48,4062,1.42,1.037037037037037,8.18,50.92
Staten Island,Manhattan,PM,12,45,96,3453,0.6,1.0,16.77,86.54
Queens,Manhattan,PM,9,15,30,1091,0.6,1.4668417833111438,14.83,60.53
Brooklyn,Queens,PM,10,0,19,2840,2.55,1.2727272727272727,6.86,33.02
EWR,Brooklyn,AM,9,15,90,0,0.0,1.0,19.3,127.3
Brooklyn,Staten Island,AM,4,45,34,277,0.14,1.0,20.5,65.44
Bronx,Manhattan,PM,5,0,33,997,0.51,1.3053435114503815,5.71,30.72
Queens,EWR,PM,4,45,81,1461,0.3,1.7204301075268815,34.02,162.48
Manhattan,Brooklyn,AM,5,0,21,739,0.6,1.325149303251493,6.45,28.99
Staten Island,Brooklyn,AM,5,45,50,896,0.3,1.0,9.22,78.89
Staten Island,Manhattan,AM,10,30,87,2127,0.41,1.0,13.83,85.75
Bronx,Brooklyn,PM,8,0,47,759,0.27,0.9375,9.85,65.82
Brooklyn,Bronx,PM,7,45,45,882,0.33,1.0,9.74,57.74
Bronx,Bronx,PM,1,0,18,858,0.79,1.2252747252747254,2.55,22.41
Manhattan,EWR,PM,3,0,49,137,0.05,1.643686502177068,17.65,100.49
Brooklyn,Bronx,PM,8,0,42,983,0.39,1.022222222222222,7.76,54.2
Queens,Bronx,PM,5,15,43,1026,0.39,1.4367704280155642,15.7,59.4
Manhattan,EWR,PM,2,45,48,927,0.32,1.6866870696250955,17.48,100.83
Queens,Manhattan,AM,6,45,47,1516,0.54,1.4567129000090653,16.36,64.59
Manhattan,Manhattan,PM,7,15,12,486,0.68,1.4081740780670793,4.06,16.31
Queens,EWR,AM,2,30,45,331,0.12,1.6,32.4,167.55
Brooklyn,Manhattan,AM,9,30,33,1055,0.53,1.2502756339581036,27.25,34.59
Bronx,Manhattan,AM,2,30,18,814,0.74,1.16,2.89,19.91
EWR,EWR,PM,7,15,0,20,1.11,1.7404580152671756,0.1,87.23
Bronx,Brooklyn,PM,7,45,50,621,0.21,1.0434782608695652,8.08,64.44
Queens,Manhattan,AM,7,0,49,1899,0.65,1.4456467867173302,15.84,63.6
Brooklyn,Bronx,AM,5,30,49,899,0.3,1.0526315789473684,11.81,59.36
Staten Island,Staten Island,AM,1,15,5,464,1.56,1.7142857142857142,1.62,45.01
Queens,Brooklyn,PM,9,0,30,1477,0.82,1.3612263715998156,15.68,50.01
Staten Island,Manhattan,PM,8,15,42,742,0.29,1.0,11.38,66.76
Brooklyn,Queens,PM,5,15,50,1301,0.44,1.2951541850220265,9.35,50.61
Manhattan,Manhattan,AM,5,0,8,429,0.85,1.3106970585453517,31.73,15.45
EWR,Manhattan,AM,9,15,27,22,0.01,3.0,16.35,75.55
Manhattan,Manhattan,AM,4,45,9,572,1.07,1.347016560063086,8.38,15.9
Staten Island,EWR,PM,4,0,25,0,0.0,1.0,14.0,154.3
Queens,Bronx,AM,2,45,33,2563,1.28,1.2849162011173183,17.66,58.81
Queens,Brooklyn,PM,8,45,31,1295,0.7,1.362330880607643,14.32,50.58
Queens,Bronx,AM,3,0,27,465,0.28,1.4522292993630572,18.02,61.87
EWR,EWR,AM,5,0,0,53,1.84,1.7301587301587302,0.3,101.24
Manhattan,Bronx,PM,3,15,38,1188,0.52,1.3667621776504295,8.1,36.57
Manhattan,EWR,AM,12,15,35,994,0.48,1.4615384615384617,18.94,100.34
EWR,EWR,AM,4,45,0,39,1.91,1.5454545454545454,0.82,97.63
Bronx,Brooklyn,AM,5,30,43,500,0.19,1.02,14.65,67.68
Bronx,Bronx,AM,10,15,18,678,0.63,1.1119221411192215,2.57,21.9
Brooklyn,Queens,AM,3,0,18,445,0.41,1.2297297297297298,6.33,28.14
Manhattan,Bronx,AM,1,0,23,626,0.45,1.3359631821170284,8.9,33.5
Brooklyn,Staten Island,PM,7,0,38,404,0.18,1.0,20.43,63.4
Staten Island,Manhattan,AM,6,0,158,426,0.04,1.0,15.13,96.85
Staten Island,Bronx,PM,4,15,75,1475,0.33,1.0,10.42,92.62
EWR,EWR,PM,11,30,0,4,0.36,2.4,0.0,115.85
Brooklyn,Queens,AM,2,45,20,468,0.39,1.375,11.62,27.63
Manhattan,Brooklyn,PM,6,45,29,743,0.42,1.356761997091614,11.53,34.1
Manhattan,Brooklyn,PM,7,0,28,745,0.44,1.3689138576779023,6.29,33.72
Queens,Staten Island,PM,4,15,65,865,0.22,1.6388888888888888,25.92,87.06
Queens,Brooklyn,AM,6,30,41,1386,0.57,1.3832335329341316,14.77,51.99
Staten Island,Manhattan,AM,5,45,69,405,0.1,1.0,9.15,99.56
Brooklyn,Staten Island,PM,6,45,39,830,0.35,1.181818181818182,16.77,67.51
Queens,EWR,PM,4,30,79,1306,0.28,1.5769230769230769,33.04,153.01
Manhattan,Staten Island,PM,2,15,57,1275,0.37,1.4166666666666667,16.79,84.97
